,Price,Case material,Bracelet material,Shape,Crystal,Clasp
6399,18717187.5,steel,Steel,Circular,Sapphire crystal,Buckle
6400,203847187.5,gold,gold,Circular,Sapphire crystal,Double-fold clasp
6401,12462243.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6402,1660725.0,steel,Leather,Rectangular,Mineral Glass,Fold clasp
6403,74188125.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
6404,31819218.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6405,88413187.5,gold,Leather,Rectangular,Sapphire crystal,Double-fold clasp
6406,74834718.75,Titanium,Animal skin,Circular,Sapphire crystal,Fold clasp
6407,14374800.0,steel,Leather,Circular,Sapphire crystal,Buckle
6408,113684793.75,gold,Animal skin,Rectangular,Sapphire crystal,Buckle
6409,11393662.5,Titanium,Rubber,Circular,Sapphire crystal,Buckle
6410,5084268.75,steel,Animal skin,Circular,Mineral Glass,Buckle
6411,4764375.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6413,19084725.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6414,6853893.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
6415,4349193.75,steel,Leather,Circular,Mineral Glass,Buckle
6416,38795625.0,Titanium,Rubber,Circular,Sapphire crystal,Buckle
6417,255234375.0,gold,Leather,Circular,Sapphire crystal,Buckle
6418,71145731.25,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
6419,7337137.5,steel,Animal skin,Rectangular,Mineral Glass,Double-fold clasp
6420,25856943.75,steel,Rubber,Circular,Sapphire crystal,Buckle
6421,125915625.0,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
6422,25353281.25,steel,Steel,Circular,Sapphire crystal,Buckle
6423,108559687.5,steel,Steel,Circular,Sapphire crystal,Buckle
6424,8181112.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
6425,29164781.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6426,73650431.25,steel,Animal skin,Rectangular,Sapphire crystal,Fold clasp
6427,55293975.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
6428,146715525.0,Silver,Leather,Rectangular,Sapphire crystal,Fold clasp
6429,966487500.0,gold,Rubber,Rectangular,Sapphire crystal,Buckle
6430,30968437.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6432,5342906.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6433,25850137.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6434,19738125.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6435,264701868.75,gold,Rubber,Circular,Sapphire crystal,Fold clasp
6436,15171131.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
6437,85534143.75,gold,Leather,Rectangular,Sapphire crystal,Double-fold clasp
6438,58615425.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
6439,15252806.25,steel,Leather,Circular,Plexiglass,Fold clasp
6441,81334687.5,gold,gold,Circular,Sapphire crystal,Double-fold clasp
6443,3226162.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6445,14367993.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
6446,9521943.75,gold,Leather,Circular,Plexiglass,Buckle
6448,8113050.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6449,17689443.75,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
6450,2395800.0,steel,Textile,Circular,Sapphire crystal,Buckle
6451,26408250.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6452,19833412.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6453,117829800.0,Titanium,Rubber,Circular,Sapphire crystal,Buckle
6454,6268556.25,steel,gold,Circular,Sapphire crystal,Fold clasp
6456,408375.0,steel,Steel,Circular,Mineral Glass,Fold clasp
6457,48664687.5,steel,Leather,Circular,Sapphire crystal,Buckle
6458,6853893.75,steel,Leather,Circular,Sapphire crystal,Buckle
6459,25434956.25,gold,Animal skin,Circular,Sapphire crystal,Buckle
6461,694237500.0,Titanium,Leather,Circular,Sapphire crystal,Buckle
6462,27279450.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
6463,15334481.25,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6467,23590462.5,steel,Rubber,Circular,Sapphire crystal,Double-fold clasp
6468,1429312.5,steel,Steel,Circular,Mineral Glass,Fold clasp
6469,13932393.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
6470,1919362.5,steel,Steel,Rectangular,Plexiglass,Fold clasp
6472,12530306.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
6474,1973812.5,steel,Leather,Circular,Mineral Glass,Buckle
6475,34650618.75,steel,Leather,Rectangular,Sapphire crystal,Double-fold clasp
6476,4716731.25,Carbon,Rubber,Circular,Sapphire crystal,Buckle
6477,47922806.25,gold,Leather,Circular,Sapphire crystal,Fold clasp
6478,9086343.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6479,14742337.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6480,3164906.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
6481,2457056250.0,Carbon,Rubber,Rectangular,Sapphire crystal,Fold clasp
6483,673818.75,Plastic,Rubber,Circular,Mineral Glass,Buckle
6484,52067812.5,gold,Leather,Circular,Sapphire crystal,Buckle
6485,12162768.75,Bronze,Leather,Circular,Glass,"Fold clasp, hidden"
6486,40156875.0,Ceramic,Leather,Circular,Sapphire crystal,Buckle
6487,29049075.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
6488,37434375.0,steel,Leather,Rectangular,Sapphire crystal,Double-fold clasp
6489,1327218.75,Plastic,Textile,Circular,Mineral Glass,Buckle
6490,112289512.5,steel,Textile,Circular,Sapphire crystal,Buckle
6491,5744475.0,steel,Silicon,Circular,Mineral Glass,Buckle
6492,2947106.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6493,3947625.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6494,14708306.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6495,50706562.5,steel,Steel,Circular,Sapphire crystal,Buckle
6496,95110537.5,steel,Animal skin,Rectangular,Sapphire crystal,Fold clasp
6497,94947187.5,gold,Leather,Rectangular,Sapphire crystal,Buckle
6498,99527793.75,Other Metal,Rubber,Rectangular,Sapphire crystal,"Fold clasp, hidden"
6499,16981593.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6501,4458093.75,steel,Rubber,Rectangular,Sapphire crystal,Buckle
6502,12203606.25,steel,Leather,Circular,Sapphire crystal,Buckle
6503,13197318.75,steel,Rubber,Circular,Sapphire crystal,Buckle
6504,15484218.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6505,29198812.5,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
6511,4131393.75,steel,Steel,Circular,Plexiglass,Double-fold clasp
6512,97213668.75,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6513,271909687.5,Titanium,Animal skin,Rectangular,Sapphire crystal,Buckle
6514,6636093.75,steel,Steel,Circular,Plexiglass,Double-fold clasp
6515,72826875.0,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
6516,3573281.25,Ceramic,Textile,Circular,Plexiglass,Fold clasp
6517,12809362.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6518,16219293.75,gold,gold,Circular,Plexiglass,Buckle
6519,10576912.5,steel,Leather,Circular,Sapphire crystal,Buckle
6520,136090968.75,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
6521,66776118.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6522,13244962.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6524,2572762.5,steel,Steel,Circular,Mineral Glass,Fold clasp
6525,271909687.5,gold,Rubber,Circular,Sapphire crystal,Fold clasp
6526,4825631.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
6527,1293187.5,steel,Leather,Rectangular,Plexiglass,Fold clasp
6528,6268556.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6529,39401381.25,steel,Rubber,Circular,Sapphire crystal,Double-fold clasp
6530,3743437.5,steel,Steel,Circular,Sapphire crystal,Buckle
6532,14374800.0,gold,Leather,Circular,Plexiglass,Buckle
6533,18662737.5,steel,Textile,Circular,Plexiglass,Jewelry clasp
6534,7228237.5,steel,Leather,Circular,Sapphire crystal,Buckle
6536,27204581.25,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6537,14449668.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6539,29607187.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6540,8555456.25,steel,Leather,Circular,Sapphire crystal,Buckle
6541,4784793.75,steel,Leather,Circular,Mineral Glass,Buckle
6542,6166462.5,steel,Textile,Circular,Sapphire crystal,Buckle
6543,1558631.25,steel,Leather,Rectangular,Plastic,Buckle
6546,317273343.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
6547,2940300.0,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
6548,39101906.25,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
6551,20078437.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6552,38550600.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6553,19159593.75,steel,Leather,Circular,Plexiglass,Buckle
6554,6717768.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6555,21344400.0,steel,Leather,Circular,Sapphire crystal,Buckle
6557,2137162.5,steel,Rubber,Circular,Sapphire crystal,Buckle
6558,5901018.75,steel,Rubber,Circular,Sapphire crystal,Buckle
6559,33316593.75,steel,gold,Circular,Sapphire crystal,Fold clasp
6560,13639725.0,steel,gold,Rectangular,Sapphire crystal,"Fold clasp, hidden"
6561,20384718.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6562,19704093.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6563,1905750.0,steel,Leather,Rectangular,Mineral Glass,Buckle
6564,8773256.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
6565,19738125.0,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
6566,2314125.0,steel,Steel,Circular,Plexiglass,Fold clasp
6568,1878525.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6569,2763337.5,steel,Textile,Rectangular,Sapphire crystal,Buckle
6570,8480587.5,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
6571,16661700.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
6572,3899981.25,steel,Steel,Circular,Mineral Glass,Fold clasp
6573,275993437.5,gold,Animal skin,Rectangular,Sapphire crystal,Buckle
6574,3695793.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
6576,3648150.0,steel,Textile,Circular,Sapphire crystal,Buckle
6577,231616687.5,Platinum,Leather,Circular,Sapphire crystal,Buckle
6579,4669087.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6580,2314125.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6581,7337137.5,steel,Rubber,Rectangular,Sapphire crystal,Buckle
6582,85078125.0,gold,gold,Circular,Sapphire crystal,Fold clasp
6583,10468012.5,steel,Animal skin,Rectangular,Sapphire crystal,Fold clasp
6584,592143.75,Aluminum,Leather,Rectangular,Mineral Glass,Buckle
6585,7704675.0,Titanium,Silicon,Circular,Sapphire crystal,Buckle
6586,1967006.25,steel,Steel,Circular,Mineral Glass,Fold clasp
6587,7003631.25,steel,gold,Circular,Sapphire crystal,Double-fold clasp
6588,43498743.75,steel,Leather,Circular,Sapphire crystal,Buckle
6589,87800625.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6590,39442218.75,Carbon,Rubber,Circular,Sapphire crystal,Buckle
6592,159946875.0,gold,Leather,Rectangular,Sapphire crystal,Buckle
6593,7003631.25,Titanium,Leather,Rectangular,Sapphire crystal,Fold clasp
6594,1279575.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
6595,9583200.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
6597,3382706.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6598,80313750.0,steel,Textile,Circular,Sapphire crystal,Buckle
6599,22412981.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
6600,14442862.5,steel,Leather,Circular,Sapphire crystal,Buckle
6601,12564337.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6602,10617750.0,steel,Leather,Circular,Sapphire crystal,Buckle
6603,9508331.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
6605,527484375.0,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
6606,30151687.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
6607,1912556.25,steel,Textile,Circular,Mineral Glass,Buckle
6608,10542881.25,steel,Steel,Circular,Plexiglass,Double-fold clasp
6610,1592662.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6611,12162768.75,steel,Leather,Circular,Sapphire crystal,Buckle
6612,3307837.5,steel,Steel,Circular,Mineral Glass,Fold clasp
6613,8480587.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
6614,1361250.0,steel,Steel,Circular,Plexiglass,Fold clasp
6615,161464668.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6616,41654250.0,steel,Leather,Circular,Sapphire crystal,Buckle
6617,25434956.25,steel,Leather,Circular,Sapphire crystal,Buckle
6618,2225643.75,steel,Animal skin,Circular,Mineral Glass,Buckle
6619,475756875.0,gold,gold,Rectangular,Sapphire crystal,Fold clasp
6620,11352825.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6621,2722500.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6623,2797368.75,steel,Steel,Circular,Mineral Glass,Double-fold clasp
6625,9140793.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
6628,73725300.0,steel,Leather,Circular,Plastic,Buckle
6629,1068581.25,steel,Steel,Rectangular,Mineral Glass,"Fold clasp, hidden"
6630,13272187.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6632,1327218.75,steel,Steel,Rectangular,Plastic,Double-fold clasp
6633,4240293.75,Plastic,Rubber,Circular,Mineral Glass,Buckle
6634,6009918.75,steel,Leather,Circular,Sapphire crystal,Buckle
6635,2395800.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6636,850781.25,steel,Leather,Circular,Mineral Glass,Buckle
6637,59214375.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6638,28177875.0,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
6640,15409350.0,steel,Leather,Circular,Sapphire crystal,Buckle
6641,16511962.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6642,29491481.25,gold,Leather,Circular,Sapphire crystal,Buckle
6643,38455312.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
6644,1075387.5,steel,Leather,Rectangular,Plexiglass,Buckle
6645,169496043.75,Silver,Leather,Rectangular,Sapphire crystal,Fold clasp
6647,2246062.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6648,14463281.25,steel,Leather,Circular,Sapphire crystal,Buckle
6649,3879562.5,steel,Leather,Circular,Sapphire crystal,Buckle
6650,6295781.25,steel,Rubber,Rectangular,Sapphire crystal,Fold clasp
6651,13612500.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6654,15702018.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6655,9583200.0,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
6657,4206262.5,steel,Rubber,Rectangular,Sapphire crystal,Fold clasp
6658,1769625.0,steel,Leather,Circular,Sapphire crystal,Buckle
6659,9943931.25,steel,Rubber,Rectangular,Sapphire crystal,Fold clasp
6660,1436118.75,steel,Steel,Rectangular,Mineral Glass,Buckle
6661,1470150.0,steel,Leather,Circular,Plexiglass,Buckle
6662,29416612.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6663,3974850.0,steel,Steel,Circular,Sapphire crystal,Buckle
6664,88474443.75,Titanium,Leather,Circular,Sapphire crystal,Fold clasp
6665,12462243.75,gold,Leather,Rectangular,Plexiglass,Buckle
6666,39809756.25,gold,Leather,Circular,Sapphire crystal,Jewelry clasp
6668,728268.75,steel,Steel,Rectangular,Mineral Glass,Fold clasp
6669,24427631.25,Titanium,Textile,Circular,Sapphire crystal,Buckle
6670,9583200.0,steel,Leather,Rectangular,Plexiglass,Buckle
6671,40837500.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6672,33173662.5,steel,Leather,Circular,Sapphire crystal,Buckle
6673,9576393.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6674,5499450.0,steel,Leather,Circular,Sapphire crystal,Buckle
6675,2579568.75,gold,Leather,Rectangular,Plexiglass,Buckle
6677,442406.25,steel,Leather,Rectangular,Plastic,Buckle
6678,46282500.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6679,2246062.5,steel,Steel,Circular,Mineral Glass,Fold clasp
6680,129318750.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6681,43498743.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
6682,8099437.5,steel,Rubber,Circular,Sapphire crystal,Buckle
6683,37230187.5,steel,Leather,Circular,Sapphire crystal,Buckle
6684,4791600.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6686,122505693.75,gold,Textile,Circular,Sapphire crystal,Fold clasp
6687,1143450.0,steel,Steel,Circular,Mineral Glass,Fold clasp
6688,32179950.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6689,61800750.0,gold,Leather,Rectangular,Sapphire crystal,Buckle
6691,27211387.5,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
6692,99711562.5,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
6693,80824218.75,steel,Leather,Circular,Sapphire crystal,Buckle
6694,11720362.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
6695,2314125.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6696,12959100.0,steel,Silicon,Circular,Mineral Glass,Double-fold clasp
6697,816750.0,Plastic,Silicon,Circular,Mineral Glass,Buckle
6698,11516175.0,steel,Leather,Circular,Sapphire crystal,Buckle
6699,12680043.75,steel,Textile,Circular,Sapphire crystal,Fold clasp
6700,3341868.75,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
6701,4267518.75,steel,Steel,Circular,Mineral Glass,Fold clasp
6702,11243925.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6703,2470668.75,steel,Steel,Circular,Mineral Glass,Fold clasp
6705,4934531.25,steel,Steel,Circular,Mineral Glass,Double-fold clasp
6706,3069618.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6707,4948143.75,steel,Rubber,Circular,Sapphire crystal,Buckle
6709,646593750.0,steel,gold,Rectangular,Sapphire crystal,Fold clasp
6710,7228237.5,steel,Textile,Circular,Sapphire crystal,Buckle
6711,149397187.5,Ceramic,Rubber,Circular,Sapphire crystal,Buckle
6713,14939718.75,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6714,24257475.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6716,6595256.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
6717,54450000.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6718,2940300.0,steel,Steel,Circular,Mineral Glass,Fold clasp
6720,5084268.75,steel,Animal skin,Rectangular,Mineral Glass,Buckle
6721,605756250.0,gold,gold,Circular,Sapphire crystal,Fold clasp
6722,10985287.5,gold,Leather,Circular,Plexiglass,Buckle
6723,42198750.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6724,3648150.0,gold,Leather,Rectangular,Plastic,Buckle
6726,11910937.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
6727,2035068.75,Ceramic,Textile,Rectangular,Plexiglass,Fold clasp
6728,1095806.25,steel,Animal skin,Circular,Mineral Glass,Buckle
6730,7432425.0,steel,Rubber,Circular,Sapphire crystal,Double-fold clasp
6731,58982962.5,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
6732,2647631.25,steel,Leather,Circular,Sapphire crystal,Buckle
6735,1653918.75,steel,Animal skin,Circular,Mineral Glass,Buckle
6736,16300968.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6737,2940300.0,steel,Leather,Circular,Mineral Glass,Buckle
6738,8099437.5,steel,Leather,Circular,Sapphire crystal,Buckle
6739,2620406.25,steel,Leather,Circular,Mineral Glass,Buckle
6740,95280693.75,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
6741,33507168.75,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
6742,13421925.0,steel,Leather,Circular,Sapphire crystal,Buckle
6743,673818.75,steel,Steel,Circular,Mineral Glass,Double-fold clasp
6744,5901018.75,steel,Steel,Rectangular,Plexiglass,Jewelry clasp
6745,9508331.25,steel,Leather,Circular,Sapphire crystal,Buckle
6747,25067418.75,steel,Rubber,Circular,Sapphire crystal,Buckle
6750,6561225.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
6751,161308125.0,gold,Leather,Circular,Sapphire crystal,Fold clasp
6752,17342325.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
6753,9440268.75,steel,Leather,Circular,Plexiglass,Buckle
6755,19826606.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
6758,6112012.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6759,4832437.5,steel,Animal skin,Rectangular,Sapphire crystal,Fold clasp
6760,5901018.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
